,date,renderedContent,tweetId,userId,replyCount,retweetCount,likeCount,quoteCount,media,retweetedTweet,quotedTweet,mentionedUsers,lang
12,2021-05-28 05:38:16+00:00,"Que tan difícil es entender que me identifico como un dragón 🐲, por favor respetenme, soy la señora dragona. Eso me pasa por juntarme con peluqueras como @jeyjeygardi la eterna sirvienta de @PixieLott.
#NoAlPerruqueo #UribistaSigueUribista #EquiparTuCasaCuestaMenos #nctdisband twitter.com/jeyjeygardi/st…",1398151618722336769,1396011873154256896,0,0,0,0,,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/jeyjeygardi/status/1397878413189320706', 'date': '2021-05-27T11:32:39+00:00', 'content': ""i just don't give a fuck about gender nor anything. preferred pronouns he/him but idc 🤨⁉️"", 'renderedContent': ""i just don't give a fuck about gender nor anything. preferred pronouns he/him but idc 🤨⁉️"", 'id': 1397878413189320706, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'jeyjeygardi', 'id': 1116799915571777541, 'displayname': 'Jorge Juan Garay Dicenta', 'description': 'my official spam', 'rawDescription': 'my official spam', 'descriptionUrls': None, 'verified': False, 'created': '2019-04-12T20:27:03+00:00', 'followersCount': 450243, 'friendsCount': 66, 'statusesCount': 412, 'favouritesCount': 626, 'listedCount': 94, 'mediaCount': 47, 'location': 'just a faggot', 'protected': False, 'linkUrl': 'https://blacklivesmatters.carrd.co/', 'linkTcourl': 'https://t.co/pOASfoUy4N', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1388653757307752449/EoFfHKn0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1116799915571777541/1619307693', 'url': 'https://twitter.com/jeyjeygardi'}, 'replyCount': 35, 'retweetCount': 33, 'likeCount': 1217, 'quoteCount': 3, 'conversationId': 1397878413189320706, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'sourceUrl': 'http://twitter.com/download/iphone', 'sourceLabel': 'Twitter for iPhone', 'outlinks': None, 'tcooutlinks': None, 'media': None, 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'jeyjeygardi', 'id': 1116799915571777541, 'displayname': 'Jorge Juan Garay Dicenta', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/jeyjeygardi'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'PixieLott', 'id': 17711046, 'displayname': 'Pixie Lott', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/PixieLott'}]",es
13,2021-05-28 05:24:05+00:00,"Tengo sueño hasta mañana
nct flop
nct pedofilos
nct plagio
nct racistas
taeyong bully
taeyong incestuoso
nct scandal
nct fatphobia
nct  racists
nct cultural appropriation
nct bully
nct lucas fatphobia
#nctdisband
nct ableist
nct colourist
nct jisung n word
nct problematic",1398148047893372934,1391777068938153987,0,0,0,0,,,,,en
14,2021-05-28 05:18:20+00:00,"#nctdisband honestly whoever the fuck started this needs to get a life, i’m an armyzen and these fanwars are so stupid",1398146600732614658,834829355280953349,0,0,0,0,,,,,en
15,2021-05-28 05:02:01+00:00,"@Licuadora16 no, fuera de aca😠

jaehyun n word
jisung ugly
nct flop
nct plagiarism 
nct racistas
taeyong bully
taeyong cornrows 
nct scandal
lucas yukhey fatphobia
nct racist
lucas fatphobic
nct disband 
nct colourist
nct problematic
#nctdisband",1398142494110539778,1386228590971285504,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'Licuadora16', 'id': 1397796943846416385, 'displayname': 'Licuadora', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/Licuadora16'}]",en
16,2021-05-28 04:52:24+00:00,"@SAlways17 sí
nct flop
nct pedofilos
nct plagio
nct racistas
taeyong bully
taeyong incestuoso
nct scandal
nct fatphobia
nct  racists
nct cultural appropriation
nct bully
nct lucas fatphobia
#nctdisband
nct ableist
nct colourist
nct jisung n word
nct problematic",1398140075326705664,1391777068938153987,1,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'SAlways17', 'id': 1362634468834611206, 'displayname': 'Free Palestine', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/SAlways17'}]",en
17,2021-05-28 04:48:00+00:00,@mizzigom me asuste con el nctdisband,1398138968420532224,1283255074647674881,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'mizzigom', 'id': 1280247518669017088, 'displayname': 'Mizzi, nunu’s bff 🧸🧈', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/mizzigom'}]",en
18,2021-05-28 04:47:44+00:00,If you give up na you fuvk up....#nctdisband #JUSTB_SANGWOO_TIME #LayconInLiberia #HappyChildrensDay #SAFEMOON #WhatIsElereka https://t.co/4rvfDmkYQm,1398138901261398022,354232723,0,0,4,0,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2cv682XwAYDulN?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2cv682XwAYDulN?format=jpg&name=large'}]",,,,en
19,2021-05-28 04:31:52+00:00,"Esto va pa las armys.
Son unas conchudas. Hablan pura wea. Me gusta bts. Pero su fandom es una KK#btsdisband#nctdisband",1398134906786615297,913872133591306240,0,0,0,0,,,,,es
20,2021-05-28 04:24:58+00:00,"@orbittsun ?? hasta q borres borro 😋

nct pedofilos
nct plagio
nct racistas
taeyong bully
taeyong incestuoso
nctfat
nct fatphobia
nct racists
nct cultural appropriation
nct bully
nct lucas fatphobia
nct disband
nct ableist
nct jisung n word
nct problematic
#nctflop #nctdisband",1398133168629243906,1386228590971285504,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'orbittsun', 'id': 1398115273367068673, 'displayname': 'orbittsun', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/orbittsun'}]",en
21,2021-05-28 04:21:28+00:00,"ola ya llego la mejor ensucia búsquedas

nct pedofilos
nct plagio
nct racistas
taeyong bully
taeyong incestuoso
nctfat
nct fatphobia
nct racists
nct cultural appropriation
nct bully
nct lucas fatphobia
nct disband
nct ableist
nct jisung n word
nct problematic
#nctflop #nctdisband",1398132287636652032,1386228590971285504,2,0,0,0,,,,,en
22,2021-05-28 04:06:46+00:00,using tags to boost! #nctdisband #NCTDREAM_맛_HotSauce #NCTDREAM #NCTDREAM_COMEBACKSHOW #NCTDREAMxhello82 #HotSauce5stWin #HotSauce #hotsauceroadto75m #hotsauce_1millionpreorders #JENO #JAEMIN #CHENLE #RENJUN #MARK #JISUNG #HAECHAN,1398128589556441093,1192579854736080897,0,0,1,0,,,,,en
23,2021-05-28 03:59:31+00:00,#SVGala8 #nctdisband #IamMegacy #MeninaAjudaMenina #X1DOSCRIAS twitter.com/SIKARUINU/stat…,1398126764275105798,1389191585477300225,0,0,0,0,,,"{'_type': 'snscrape.modules.twitter.Tweet', 'url': 'https://twitter.com/SIKARUINU/status/1397889891707588612', 'date': '2021-05-27T12:18:16+00:00', 'content': ""Private Sale now live!!!\nCLICK THE BELOW LINK TO BUY\nhttps://t.co/YnjEd29xBU\nMin: 0.1\nMax: 3BNB\n\nToken will be distributed automatically.\n\nIf you're using Trust wallet, kindly add the contract address manually.\n\nhttps://t.co/QHp5fkKlAO\n\n$SIKA, ...to the MOON!!! https://t.co/0AB88GHkO0"", 'renderedContent': ""Private Sale now live!!!\nCLICK THE BELOW LINK TO BUY\nsikaruinu.finance/buy/\nMin: 0.1\nMax: 3BNB\n\nToken will be distributed automatically.\n\nIf you're using Trust wallet, kindly add the contract address manually.\n\nt.me/SikaruTokenAnn…\n\n$SIKA, ...to the MOON!!! https://t.co/0AB88GHkO0"", 'id': 1397889891707588612, 'user': {'_type': 'snscrape.modules.twitter.User', 'username': 'SIKARUINU', 'id': 1394773187968258048, 'displayname': 'SIKARU', 'description': 'SIKARU INU is decentralized \xa0\nMeme Tokens with a mission to provide a decentralized \xa0\nSwapping DEX. #BNB #BSC #SIKA #SHIB #INU.\n\n sikaruinu.finance', 'rawDescription': 'SIKARU INU is decentralized \xa0\nMeme Tokens with a mission to provide a decentralized \xa0\nSwapping DEX. #BNB #BSC #SIKA #SHIB #INU.\n\n https://t.co/yIW9QxBFCA', 'descriptionUrls': [{'text': 'sikaruinu.finance', 'url': 'https://sikaruinu.finance', 'tcourl': 'https://t.co/yIW9QxBFCA', 'indices': [130, 153]}], 'verified': False, 'created': '2021-05-18T21:53:54+00:00', 'followersCount': 17998, 'friendsCount': 0, 'statusesCount': 14, 'favouritesCount': 4, 'listedCount': 0, 'mediaCount': 5, 'location': '', 'protected': False, 'linkUrl': 'https://sikaruinu.finance', 'linkTcourl': 'https://t.co/yIW9QxBFCA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1394773530022195205/U8496DmB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1394773187968258048/1621375099', 'url': 'https://twitter.com/SIKARUINU'}, 'replyCount': 965, 'retweetCount': 2065, 'likeCount': 3173, 'quoteCount': 2385, 'conversationId': 1397711261811548168, 'lang': 'en', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'outlinks': ['https://sikaruinu.finance/buy/', 'https://t.me/SikaruTokenAnnouncements/35'], 'tcooutlinks': ['https://t.co/YnjEd29xBU', 'https://t.co/QHp5fkKlAO'], 'media': [{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E2ZNcPbXoAA5zyR?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E2ZNcPbXoAA5zyR?format=jpg&name=large'}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': 1397851088246693888, 'inReplyToUser': {'_type': 'snscrape.modules.twitter.User', 'username': 'SIKARUINU', 'id': 1394773187968258048, 'displayname': 'SIKARU', 'description': 'SIKARU INU is decentralized \xa0\nMeme Tokens with a mission to provide a decentralized \xa0\nSwapping DEX. #BNB #BSC #SIKA #SHIB #INU.\n\n sikaruinu.finance', 'rawDescription': 'SIKARU INU is decentralized \xa0\nMeme Tokens with a mission to provide a decentralized \xa0\nSwapping DEX. #BNB #BSC #SIKA #SHIB #INU.\n\n https://t.co/yIW9QxBFCA', 'descriptionUrls': [{'text': 'sikaruinu.finance', 'url': 'https://sikaruinu.finance', 'tcourl': 'https://t.co/yIW9QxBFCA', 'indices': [130, 153]}], 'verified': False, 'created': '2021-05-18T21:53:54+00:00', 'followersCount': 17998, 'friendsCount': 0, 'statusesCount': 14, 'favouritesCount': 4, 'listedCount': 0, 'mediaCount': 5, 'location': '', 'protected': False, 'linkUrl': 'https://sikaruinu.finance', 'linkTcourl': 'https://t.co/yIW9QxBFCA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1394773530022195205/U8496DmB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1394773187968258048/1621375099', 'url': 'https://twitter.com/SIKARUINU'}, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': ['SIKA']}",,und
24,2021-05-28 03:48:20+00:00,#nctdisband #btsdisband https://t.co/zM8OOWDfiU,1398123951826509826,1334459256947449856,4,0,1,0,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1392480095961423880/pu/img/JznabZ2wezTHvt_c.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/320x568/YoUp8jF-m_vHTun0.mp4?tag=12', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/480x852/vPleLXfxFkhWLjjY.mp4?tag=12', 'bitrate': 950000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/pl/5h3Lv9PYLkZLSowp.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1392480095961423880/pu/vid/720x1280/bhPjh8jbeiqVSUhy.mp4?tag=12', 'bitrate': 2176000}], 'duration': 24.9}]",,,,und
25,2021-05-28 03:23:56+00:00,"@ReynagaHyun sii nct los amo🥺💓
nct pedofilos
nct plagio
nct racistas
taeyong bully
taeyong incestuoso
nct scandal
nct fatphobia
nct racists
nct cultural appropriation
nct bully
nct lucas fatphobia
nct disband
nct ableist
nct jisung n word
nct problematic
 #wayvdisband #nctflop #nctdisband",1398117809201287169,1397760311021686784,0,0,0,0,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'ReynagaHyun', 'id': 1246617268051750912, 'displayname': 'aby_Zennie', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'url': 'https://twitter.com/ReynagaHyun'}]",en
